il	il	+Art+Def+Masc+Sg
champ	champ	+Noun+Masc+Sg
pedagogic	pedagogic	+Adj+Masc+Sg
,	,	+CM
ha	avair	+Verb+PresInd+3P+Sg
prendì	prender	+Verb+PastPart+Masc+Sg
enta	enta	+Prep
maun	maun	+Noun+Masc+Sg
la	il	+Art+Def+Fem+Sg
chaussa	chaussa	+Noun+Fem+Sg
ed	e	+Conj+Apo
ha	avair	+Verb+PresInd+3P+Sg
scrit	scriver	+Verb+PastPart+Masc+Sg
ensemen	ensemen	+Adv
cun	cun	+Prep
ses	ses	+Pron+Poss+Masc+Sg
figl	figl	+Noun+Masc+Sg
crimis	crimi	+Noun+Masc+Pl
misterius	misterius	+Adj+Masc+Pl
e	e	+Conj
spinus	spinus	+Adj+Masc+Pl
per	per	+Prep
in	in	+Art+Indef+Masc+Sg
magazin	magazin	+Noun+Masc+Sg
da	da	+Prep
giuvenils	giuvenil	+Noun+Masc+Pl
.	.	+Sent

Curt	*curt	+Adj+Masc+Sg
temp	temp	+Noun+Masc+Sg
pli	pli	+Adv
tard	tard	+Adj^DB+Adv	# ?
è	esser	+Verb+PresInd+3P+Sg
suandà	suandar	+Verb+PastPart+Masc+Sg
il	il	+Art+Def+Masc+Sg
cudeschet	cudeschet	+Noun+Masc+Sg
«	«	+Punc+Beg
Mini-ABC	Mini-ABC	+Prop
per	per	+Prep
maisterdetectivs	masterdetectiv	+Noun+Masc+Pl
»	»	+Punc+End
.	.	+Sent

Il	*il	+Art+Def+Masc+Sg
clou	clou	+Noun+Masc+Sg
dal	da	+Prep^=+Art+Def+Masc+Sg
carnet	carnet	+Noun+Masc+Sg
:	:	+Sent	
il	il	+Art+Def+Masc+Sg
test	test	+Noun+Masc+Sg
da	da	+Prep
detectiv	detectiv	+Noun+Masc+Sg
ed	e	+Conj+Apo
in	in	+Art+Indef+Masc+Sg
invit	invit	+Noun+Masc+Sg
da	da	+Prep
scriver	scriver	+Verb+Inf
sez	sez	+Adj+Masc+Sg	???
in	in	+Art+Indef+Masc+Sg
crimi	crimi	+Noun+Masc+Sg
curt	curt	+Adj+Masc+Sg
e	e	+Conj
d’	da	+Prep+Apo
al	a	+Prep^=+Art+Def+Masc+Sg
trametter	trametter	+Verb+Inf
al	a	+Prep^=+Art+Def+Masc+Sg
team	team	+Noun+Masc+Sg
da	da	+Prep
detectivs	detectiv	+Noun+Masc+Pl
JSMM	JSMM	+Prop
.	.	+Sent

Sco	*sco	+Conj
engraziament	engraziament	+Noun+Masc+Sg
per	per	+Prep
il	il	+Art+Def+Masc+Sg
crimi	crimi	+Noun+Masc+Sg
datti	dar	+Verb+PresInd+3P+Sg^|+Pron+Pers+Nom+3P+MF+Sg
il	il	+Art+Def+Masc+Sg
diplom	diplom	+Noun+Masc+Sg
da	da	+Prep
detectiv	detectiv	+Noun+Masc+Sg
ed	e	+Conj+Apo
in	in	+Art+Indef+Masc+Sg
certificat	certificat	+Noun+Masc+Sg
da	da	+Prep
detectiv	detectiv	+Noun+Masc+Sg
cun	cun	+Prep
il	il	+Art+Def+Masc+Sg
num	num	+Noun+Masc+Sg
persunal	persunal	+Adj+Masc+Sg
e	e	+Conj
la	il	+Art+Def+Fem+Sg
foto	foto	+Noun+Fem+Sg
da	da	+Prep
passaport	passaport	+Noun+Masc+Sg
.	.	+Sent

Passa	*passa	+Noun+Fem+Sg
2300	2300	+Dig+Card
lecturas	lectura	+Noun+Fem+Pl
e	e	+Conj
lecturs	lecturs	+Noun+Masc+Pl
èn	esser	+Verb+PresInd+3P+Pl
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg
participads	participà	+Noun+Masc+Pl
fin	fin	+Prep
ussa	ussa	+Adv
.	.	+Sent

Per	*per	+Prep
la	il	+Art+Def+Fem+Sg
famiglia	famiglia	+Noun+Fem+Sg
Schaub	Schaub	+Prop
tutga	tutgar	+Verb+PresInd+3P+Sg
perquai	perquai	+Adv
il	il	+Art+Def+Masc+Sg
thriller	thriller	+Noun+Masc+Sg
tar	tar	+Prep
la	il	+Art+Def+Fem+Sg
vita	vita	+Noun+Fem+Sg
da	da	+Prep
mintgadi	mintgadi	+Noun+Masc+Sg
.	.	+Sent

Na	*na	+Prt+Neg
,	,	+CM
ils	il	+Art+Def+Masc+Pl
Schaubs	Schaubs	+Prop
na	na	+Prt+Neg
guardan	guardar	+Verb+PresInd+3P+Pl
betg	betg	+Prt+Neg
tuttadi	tuttadi	+Adv
televisiun	televisiun	+Noun+Fem+Sg
per	per	+Prep
betg	betg	+Prt+Neg
manchentar	manchentar	+Verb+Inf
in	in	+Art+Indef+Masc+Sg
crimi	crimi	+Noun+Masc+Sg
.	.	+Sent

Anzi	Anzi	+Adv
,	,	+CM
la	il	+Art+Def+Fem+Sg
lavur	lavur	+Noun+Fem+Sg
per	per	+Prep
far	far	+Verb+Inf
tants	tant	+Pron+Indef+Masc+Pl
diploms	diplom	+Noun+Masc+Pl
e	e	+Conj
certificats	certificat	+Noun+Masc+Pl
è	esser	+Verb+PresInd+3P+Sg
enorma	enorm	+Adj+Fem+Sg
.	.	+Sent

Ed	*e	+Conj+Apo
els	els	+Pron+Pers+Nom+3P+Masc+Pl
respundan	respunder	+Verb+PresInd+3P+Pl
a	a	+Prep
tut	tut	+Pron+Indef+Masc+Sg
las	il	+Art+Def+Fem+Pl
brevs	brev	+Noun+Fem+Pl
persunalmain	persunal	+Adj^DB+Adv
.	.	+Sent

Il	*il	+Art+Def+Masc+Sg
manuscrit	manuscrit	+Noun+Masc+Sg
cun	cun	+Prep
in’	in	+Art+Indef+Fem+Sg+Apo
emprima	emprim	+Adj+Fem+Sg
elecziun	elecziun	+Noun+Fem+Sg
dals	da	+Prep^=+Art+Def+Masc+Pl
pli	pli	+Adv
interessants	interessant	+Adj+Masc+Pl
crimis	crimi	+Noun+Masc+Pl
dals	da	+Prep^=+Art+Def+Masc+Pl
lecturs	lectur	+Noun+Masc+Pl
e	e	+Conj
da	da	+Prep
las	il	+Art+Def+Fem+Pl
lecturas	lectur	+Noun+Fem+Pl
dals	da	+Prep^=+Art+Def+Masc+Pl
carnets	carnet	+Noun+Masc+Pl
OSL	OSL	+Prop
sa	sai	+Pron+Refl+AccDat+Aton+3P+MF+Sg
chatta	chattar	+Verb+PresInd+3P+Sg
gia	gia	+Adv
sin	sin	+Prep
il	il	+Art+Def+Masc+Sg
pult	pult	+Noun+Masc+Sg
da	da	+Prep
la	il	+Art+Def+Fem+Sg
schefeditura	schefeditur	+Noun+Fem+Sg
Barbara	Barbara	+Prop
Kürz	Kürz	+Prop
a	a	+Prep
Turitg	Turitg	+Prop
per	per	+Prep
far	far	+Verb+Inf
ina	in	+Art+Indef+Fem+Sg
eventuala	eventual	+Adj+Fem+Sg
cuntinuaziun	cuntinuaziun	+Noun+Fem+Sg
,	,	+CM
respectiv	respectiv	+Adj+Masc+Sg	#problem
in	in	+Art+Indef+Masc+Sg
segund	dus	+Num+Ord+Masc+Sg
carnet	carnet	+Noun+Masc+Sg
.	.	+Sent

Buns	*bun	+Adj+Masc+Pl
gieus	gieu	+Noun+Masc+Pl
da	da	+Prep
detectivs	detectiv	+Noun+Masc+Pl
,	,	+CM
instrucziuns	instrucziun	+Noun+Fem+Pl
per	per	+Prep
zambregiar	zambregiar	+Verb+Inf
,	,	+CM
in	in	+Art+Indef+Masc+Sg
lign	lign	+Noun+Masc+Sg
da	da	+Prep
premi	premi	+Noun+Masc+Sg
en	en	+Prep
furma	furma	+Noun+Fem+Sg
da	da	+Prep
comic	comic	+Noun+Masc+Sg
e	e	+Conj
numerus	numerus	+Adj+Masc+Pl
tips	tip	+Noun+Masc+Pl
e	e	+Conj
trics	trics	+Noun+Masc+Pl
e	e	+Conj
bleras	bler	+Adj+Fem+Pl
infurmaziuns	infurmaziuns	+Noun+Fem+Pl
dal	da	+Prep^=+Art+Def+Masc+Sg
team	team	+Noun+Masc+Sg
JSMM	JSMM	+Prop
cumpletteschan	cumplettar	+Verb+PresInd+3P+Pl
il	il	+Art+Def+Masc+Sg
nov	nov	+Adj+Masc+Sg
cudeschet	cudesch	+Noun+Masc+Sg
,	,	+CM
illustrà	illustrar	+Verb+PastPart+Masc+Sg
da	da	+Prep
Peter	Peter	+Prop
Haas	Haas	+Prop
da	da	+Prep
Domat	Domat	+Prop
.	.	+Sent

Infurmaziuns	*infurmaziun	+Noun+Fem+Pl

Il	*il	+Art+Def+Masc+Sg
cudeschet	cudesch	+Noun+Masc+Sg
da	da	+Prep
Jann	Jann	+Prop
e	e	+Conj
Reto	Reto	+Prop
Schaub	Schaub	+Prop
«	«	+Punc+Beg
Mini-ABC	Mini-ABC	+Prop
per	per	+Prep
maisterdetectivs	maisterdetectiv	+Noun+Masc+Pl
»	»	+Punc+End
è	esser	+Verb+PresInd+3P+Sg
cumparì	cumparair	+Verb+PastPart+Masc+Sg
tar	tar	+Prep
l’	il	+Art+Def+Fem+Sg+Apo
Ovra	*ovra	+Noun+Fem+Sg
svizra	svizzer	+Adj+Fem+Sg
da	da	+Prep
lectura	lectura	+Noun+Fem+Sg
per	per	+Prep
la	il	+Art+Def+Fem+Sg
giuventetgna	giuventetgna	+Noun+Fem+Sg
,	,	+CM
Turitg	Turitg	+Prop
.	.	+Sent

Vus	*vus	+Pron+Pers+Acc+Ton+2P+MF+Pl
al	a	+Prep^=+Art+Def+Masc+Sg
pudais	pudair	+Verb+PresInd+2P+Pl
retrair	retrair	+Verb+Inf
da	da	+Prep
mintga	mintga	+Pron+Indef
buna	bun	+Adj+Fem+Sg
libraria	libraria	+Noun+Fem+Sg
,	,	+CM
da	da	+Prep
la	il	+Art+Def+Fem+Sg
Lia	*lia	+Noun+Fem+Sg
rumantscha	rumantsch	+Adj+Fem+Sg
a	a	+Prep
Cuira	Cuira	+Prop
e	e	+Conj
sur	sur	+Adv
ils	il	+Art+Def+Masc+Pl
vendiders	vendider	+Noun+Masc+Pl
e	e	+Conj
las	il	+Art+Def+Fem+Pl
vendidras	vendidra	+Noun+Fem+Pl
en	en	+Prep
Vossa	*voss	+Pron+Poss+Fem+Sg
regiun	regiun	+Noun+Fem+Sg
.	.	+Sent
